"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
20,"RL",134,17755,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1Story",5,4,87,9,"Gable","CompShg","HdBoard","Plywood","BrkFace",132,2,3,"CBlock",2,3,2,5,176,2,0,1290,1466,"GasA",3,"Y","SBrkr",1466,0,0,1466,0,0,1,1,1,2,6,"Typ",2,"Attchd",59,"Fin",2,528,3,3,"Y",0,140,0,0,100,0,0,11,0,"WD","Normal",149900
20,"RL",90,14115,"Pave","IR1","Lvl","Inside",1,"Crawfor","Norm","Norm","1Fam","1Story",6,7,84,54,"Gable","CompShg","Stone","Stone","None",0,2,3,"PConc",2,3,2,6,296,7,547,230,1073,"GasA",5,"Y","SBrkr",1811,0,0,1811,0,0,1,0,1,5,6,"Typ",1,"Attchd",56,"Fin",2,470,3,3,"Y",0,0,280,0,0,0,0,7,0,"WD","Abnorml",230000
30,"RM",56.8393333333333,5890,"Pave","Reg","Lvl","Corner",1,"IDOTRR","Norm","Norm","1Fam","1Story",6,8,58,57,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",2,3,4,6,538,2,0,278,816,"GasA",5,"Y","SBrkr",816,0,0,816,0,0,1,0,1,3,5,"Typ",0,"Detchd",102,"Unf",1,432,3,3,"Y",0,0,96,0,0,0,0,6,2,"WD","Normal",120500
60,"RL",78.4661333333333,13700,"Pave","IR1","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","2Story",7,6,93,38,"Gable","CompShg","VinylSd","VinylSd","Stone",288,2,3,"CBlock",2,3,5,6,454,2,0,410,864,"GasA",3,"Y","SBrkr",902,918,0,1820,0,0,1,2,1,4,8,"Typ",2,"Attchd",65,"Unf",2,492,3,3,"Y",60,84,0,0,273,0,0,5,2,"WD","Normal",201800
20,"RL",90,10768,"Pave","IR1","Lvl","Corner",1,"Veenker","Norm","Norm","1Fam","1Story",5,8,104,54,"Gable","CompShg","Plywood","Plywood","None",0,3,4,"CBlock",3,3,5,6,1157,2,0,280,1437,"GasA",3,"Y","SBrkr",1437,0,0,1437,1,0,2,0,1,4,6,"Typ",1,"Attchd",76,"RFn",2,528,3,3,"Y",0,21,0,0,180,0,0,7,1,"WD","Normal",218000
80,"RL",85,9350,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","SLvl",5,8,93,49,"Gable","CompShg","BrkFace","BrkFace","None",0,2,4,"PConc",2,3,5,6,633,2,0,586,1219,"GasA",4,"Y","SBrkr",1265,0,0,1265,0,1,2,0,1,4,6,"Typ",1,"Attchd",65,"RFn",2,502,3,3,"Y",0,92,0,96,0,0,0,10,2,"WD","Normal",179900
120,"RL",34,5001,"Pave","IR1","Lvl","Inside",1,"NridgHt","Norm","Norm","Twnhs","1Story",7,5,135,58,"Gable","CompShg","VinylSd","VinylSd","Stone",166,3,3,"PConc",3,3,2,7,904,2,0,410,1314,"GasA",5,"Y","SBrkr",1314,0,0,1314,1,0,2,0,1,4,6,"Typ",1,"Attchd",108,"RFn",2,626,3,3,"Y",172,62,0,0,0,0,0,7,3,"WD","Normal",230000
20,"RL",92,11932,"Pave","Reg","Lvl","FR2",1,"Somerst","Feedr","Norm","1Fam","1Story",8,5,135,58,"Gable","CompShg","VinylSd","VinylSd","Stone",186,3,3,"PConc",3,3,2,2,0,2,0,1580,1580,"GasA",5,"Y","SBrkr",1580,0,0,1580,0,0,2,0,1,4,7,"Typ",0,"Attchd",108,"RFn",3,830,3,3,"Y",0,24,0,0,0,0,0,6,2,"ConLD","Partial",235128
60,"RL",76,9120,"Pave","Reg","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","2Story",6,6,102,24,"Hip","CompShg","HdBoard","HdBoard","BrkFace",270,3,3,"CBlock",2,3,2,6,442,2,0,459,901,"GasA",3,"Y","SBrkr",943,933,0,1876,0,0,2,1,1,4,8,"Typ",1,"Attchd",74,"RFn",2,540,4,3,"Y",0,69,0,0,0,0,0,7,2,"WD","Normal",185000
160,"RL",24,2280,"Pave","Reg","Lvl","Inside",1,"NPkVill","Norm","Norm","Twnhs","2Story",6,5,106,28,"Gable","CompShg","Plywood","Brk Cmn","None",0,2,3,"CBlock",3,3,2,6,311,2,0,544,855,"GasA",2,"Y","SBrkr",855,601,0,1456,0,0,2,1,1,3,7,"Typ",1,"Attchd",78,"Unf",2,440,3,3,"Y",26,0,0,0,0,0,0,7,4,"WD","Normal",146000
20,"RL",76.476,14778,"Pave","IR1","Low","CulDSac",1,"Crawfor","PosN","Norm","1Fam","1Story",6,7,82,56,"Hip","CompShg","HdBoard","HdBoard","BrkFace",72,3,3,"CBlock",2,3,2,5,728,2,0,568,1296,"GasA",5,"Y","SBrkr",1640,0,0,1640,1,0,1,0,1,4,7,"Typ",1,"Detchd",93,"Unf",2,924,3,3,"Y",108,0,0,216,0,0,0,11,2,"WD","Normal",224000
20,"RL",109,8724,"Pave","Reg","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",5,5,96,18,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,3,2,5,492,2,0,402,894,"GasA",4,"Y","SBrkr",894,0,0,894,0,0,1,0,1,3,5,"Typ",1,"Attchd",68,"Fin",2,450,3,3,"Y",0,0,0,0,0,0,0,5,1,"WD","Normal",129000
90,"RL",60,12900,"Pave","Reg","Lvl","Inside",1,"Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,97,19,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",3,3,4,7,1198,2,0,0,1198,"GasA",3,"Y","SBrkr",1258,0,0,1258,2,0,0,2,2,3,6,"Typ",0,"CarPort",69,"Unf",2,400,2,3,"Y",120,0,0,0,0,0,0,1,2,"WD","Alloca",108959
80,"RL",75.404,16157,"Pave","IR1","Lvl","FR2",1,"Veenker","Feedr","Norm","1Fam","SLvl",5,7,106,28,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"PConc",3,3,5,6,680,4,391,289,1360,"GasA",5,"Y","SBrkr",1432,0,0,1432,1,0,1,1,1,4,5,"Typ",1,"Attchd",78,"Unf",2,588,3,3,"Y",168,180,0,0,0,0,0,6,1,"WD","Normal",194000
20,"RL",79,9541,"Pave","IR1","Lvl","Inside",1,"NridgHt","Norm","Norm","1Fam","1Story",7,5,137,59,"Gable","CompShg","VinylSd","VinylSd","Stone",268,3,3,"PConc",3,3,2,2,0,2,0,1502,1502,"GasA",5,"Y","SBrkr",1502,0,0,1502,0,0,2,0,1,4,7,"Typ",0,"Attchd",109,"RFn",2,644,3,3,"Y",0,114,0,0,0,0,0,9,3,"New","Partial",233170
20,"RL",64,10475,"Pave","IR1","Lvl","Corner",1,"CollgCr","Norm","Norm","1Fam","1Story",8,5,136,58,"Gable","CompShg","VinylSd","VinylSd","Stone",72,3,3,"PConc",3,3,4,2,0,2,0,1694,1694,"GasA",5,"Y","SBrkr",1694,0,0,1694,0,0,2,0,1,4,7,"Typ",0,"Attchd",108,"RFn",3,776,3,3,"Y",160,33,0,0,0,0,0,2,4,"WD","Normal",245350
60,"RL",58,10852,"Pave","IR1","Lvl","Inside",1,"Gilbert","RRAn","Norm","1Fam","2Story",6,5,128,50,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,7,786,2,0,173,959,"GasA",5,"Y","SBrkr",959,712,0,1671,1,0,2,1,1,3,7,"Typ",1,"Attchd",100,"Fin",2,472,3,3,"Y",0,38,0,0,0,0,0,2,0,"WD","Normal",173000
70,"RL",120,13728,"Pave","Reg","Lvl","Corner",1,"Edwards","Norm","Norm","1Fam","2Story",6,7,63,36,"Hip","CompShg","Stucco","Stucco","None",0,2,3,"CBlock",2,3,2,4,626,2,0,501,1127,"GasA",5,"Y","SBrkr",1236,872,0,2108,0,0,2,0,1,4,7,"Typ",2,"Basment",35,"Unf",2,540,3,3,"Y",0,0,0,0,90,0,0,7,2,"WD","Normal",235000
60,"RL",118,35760,"Pave","IR1","Lvl","CulDSac",1,"NoRidge","Norm","Norm","1Fam","2Story",10,5,123,46,"Hip","CompShg","HdBoard","HdBoard","BrkFace",1378,3,4,"PConc",4,3,5,7,1387,2,0,543,1930,"GasA",5,"Y","SBrkr",1831,1796,0,3627,1,0,3,1,1,4,10,"Typ",1,"Attchd",95,"Fin",3,807,3,3,"Y",361,76,0,0,0,0,0,7,0,"WD","Normal",625000
80,"RL",76,9880,"Pave","Reg","Lvl","Inside",1,"Mitchel","Norm","Norm","1Fam","SLvl",6,6,105,27,"Gable","CompShg","Plywood","Plywood","None",0,2,3,"CBlock",2,3,4,6,522,2,0,574,1096,"GasA",3,"Y","SBrkr",1118,0,0,1118,1,0,1,0,1,3,6,"Typ",1,"Attchd",77,"Fin",1,358,3,3,"Y",203,0,0,0,0,576,0,7,2,"WD","Normal",171000
20,"RL",76,9120,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",6,6,86,8,"Hip","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,6,662,2,0,599,1261,"GasA",5,"Y","SBrkr",1261,0,0,1261,1,0,1,0,1,3,6,"Typ",1,"Attchd",58,"RFn",2,433,3,3,"Y",0,0,0,0,288,0,1400,11,2,"WD","Normal",163000
160,"FV",35,4017,"Pave","IR1","Lvl","Inside",1,"Somerst","Norm","Norm","TwnhsE","2Story",7,5,134,57,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,625,625,"GasA",5,"Y","SBrkr",625,625,0,1250,0,0,2,1,1,4,5,"Typ",0,"Detchd",106,"Fin",2,625,3,3,"Y",0,54,0,0,0,0,0,3,2,"WD","Normal",171900
50,"RL",138,18030,"Pave","IR1","Bnk","Inside",1,"ClearCr","Norm","Norm","1Fam","1.5Fin",5,6,74,44,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,4,152,5,469,977,1598,"GasA",3,"Y","SBrkr",1636,971,479,3086,0,0,3,0,1,5,12,"Maj1",1,"Attchd",49.8623666666667,"Unf",0,0,2.798,2.898,"Y",122,0,0,0,0,0,0,3,1,"WD","Normal",200500
70,"RL",80,16560,"Pave","IR1","Lvl","Inside",1,"Crawfor","Norm","Norm","1Fam","2Story",6,8,60,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",3,3,2,4,503,2,0,449,952,"GasA",3,"Y","SBrkr",1170,1175,0,2345,0,0,2,1,1,3,9,"Typ",1,"Detchd",32,"Unf",2,360,3,3,"Y",0,0,0,0,0,0,0,7,0,"WD","Normal",239000
50,"RL",85,10678,"Pave","Reg","Lvl","Inside",1,"NoRidge","Norm","Norm","1Fam","1.5Fin",8,5,120,50,"Hip","CompShg","HdBoard","HdBoard","BrkFace",337,3,3,"PConc",3,3,2,7,700,2,0,983,1683,"GasA",5,"Y","SBrkr",2129,743,0,2872,0,0,2,1,1,4,9,"Typ",1,"Attchd",92,"Fin",2,541,3,3,"Y",0,33,0,0,0,0,0,4,1,"WD","Normal",285000
20,"RL",37,6951,"Pave","IR1","Lvl","CulDSac",1,"Mitchel","Norm","Norm","1Fam","1Story",5,5,112,35,"Gable","CompShg","HdBoard","Plywood","None",0,2,3,"CBlock",2,3,2,6,658,2,0,218,876,"GasA",3,"Y","SBrkr",923,0,0,923,1,0,1,0,1,3,5,"Typ",0,"Attchd",84,"Unf",1,264,3,3,"Y",362,0,0,0,0,0,0,10,2,"WD","Normal",119500
50,"RM",54.6996666666667,3950,"Pave","Reg","Bnk","Inside",1,"OldTown","Artery","Norm","1Fam","1.5Fin",6,8,54,54,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,4,468,2,0,350,818,"GasA",3,"Y","SBrkr",818,406,0,1224,0,0,1,0,1,3,5,"Typ",0,"Detchd",26,"Unf",1,210,3,3,"N",0,0,116,0,0,0,0,12,3,"WD","Normal",115000
50,"RL",54,7681,"Pave","IR1","Lvl","FR2",1,"Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,49,0,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,731,731,"GasA",5,"Y","SBrkr",820,523,0,1343,0,0,1,1,1,3,7,"Typ",1,"Detchd",21,"Unf",1,186,2,3,"Y",192,0,102,0,0,0,0,7,3,"WD","Normal",154900
20,"RL",77,8335,"Pave","Reg","Lvl","Corner",1,"Edwards","Norm","Norm","1Fam","1Story",5,5,82,4,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"Slab",1.924,2.852,2.43,2.768,0,2.403,0,0,0,"GasA",4,"Y","SBrkr",1124,0,0,1124,0,0,1,0,1,3,5,"Min2",1,"Detchd",50.9914,"Unf",0,0,2.82,2.822,"N",0,36,190,0,0,0,0,4,0,"WD","Normal",93000
60,"RL",84.4983,11170,"Pave","IR2","Lvl","Corner",1,"Timber","Norm","Norm","1Fam","2Story",7,5,118,41,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"Wood",3,3,2,3,1216,2,0,0,1216,"GasA",5,"Y","SBrkr",1298,1216,0,2514,0,0,2,1,1,3,8,"Typ",0,"Attchd",90,"Fin",2,693,3,3,"Y",0,0,0,0,0,0,0,4,0,"WD","Normal",250000
120,"RM",64,5587,"Pave","IR1","HLS","Inside",2,"Crawfor","Norm","Norm","TwnhsE","1Story",8,5,136,58,"Hip","CompShg","CemntBd","CmentBd","Stone",186,4,3,"PConc",4,3,5,7,1480,2,0,120,1600,"GasA",5,"Y","SBrkr",1652,0,0,1652,1,1,2,0,1,4,5,"Typ",1,"Attchd",108,"Fin",2,482,3,3,"Y",162,53,0,153,0,0,0,11,2,"New","Partial",392500
60,"RL",160,15623,"Pave","IR1","Lvl","Corner",1,"NoRidge","Norm","Norm","1Fam","2Story",10,5,124,46,"Hip","CompShg","Wd Sdng","ImStucc","None",0,3,3,"PConc",4,3,4,7,2096,2,0,300,2396,"GasA",5,"Y","SBrkr",2411,2065,0,4476,1,0,3,1,1,5,10,"Typ",2,"Attchd",96,"Fin",3,813,3,3,"Y",171,78,0,0,0,555,0,7,1,"WD","Abnorml",745000
30,"RL",60,10800,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1Story",5,6,48,0,"Hip","CompShg","Stucco","Stucco","None",0,2,3,"BrkTil",2,3,2,4,821,2,0,299,1120,"GasA",5,"Y","SBrkr",1130,0,0,1130,1,0,1,0,1,3,5,"Typ",1,"Detchd",70,"Unf",2,720,3,3,"Y",229,0,0,0,0,0,0,6,0,"WD","Normal",120000
20,"RL",50,35133,"Grvl","Reg","Lvl","Inside",2,"Timber","Norm","Norm","1Fam","1Story",5,4,91,13,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,2,3,"CBlock",2,3,5,4,1159,2,0,413,1572,"GasA",4,"Y","SBrkr",1572,0,0,1572,1,0,1,1,1,3,5,"Typ",2,"2Types",63,"RFn",3,995,3,3,"Y",0,263,0,0,263,0,0,5,1,"WD","Normal",186700
50,"RL",60,9738,"Pave","Reg","Lvl","Inside",1,"Edwards","Norm","Norm","1Fam","1.5Fin",5,7,52,0,"Gable","CompShg","AsbShng","AsbShng","None",0,2,4,"BrkTil",2,3,2,5,392,2,0,392,784,"GasA",4,"Y","SBrkr",949,272,0,1221,1,0,1,0,1,3,7,"Typ",0,"Attchd",65,"Unf",1,392,3,3,"Y",0,0,236,0,0,0,0,3,0,"WD","Normal",104900
190,"RL",107,10615,"Pave","IR1","Bnk","Corner",2,"OldTown","Artery","Artery","2fmCon","2Story",3,5,28,20,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",1,3,3,5,440,2,0,538,978,"GasA",3,"Y","SBrkr",1014,685,0,1699,1,0,2,0,2,3,7,"Typ",0,"CarPort",20,"Unf",2,420,2,2,"Y",0,74,0,0,0,0,0,8,3,"WD","Abnorml",95000
20,"RL",89,12461,"Pave","Reg","Lvl","Corner",1,"NoRidge","Norm","Norm","1Fam","1Story",8,5,122,45,"Gable","CompShg","ImStucc","ImStucc","None",0,3,3,"PConc",3,3,2,7,1456,2,0,168,1624,"GasA",5,"Y","SBrkr",1624,0,0,1624,1,0,2,0,1,4,5,"Typ",1,"Attchd",94,"RFn",3,757,3,3,"Y",0,114,192,0,0,0,0,7,0,"WD","Normal",262000
60,"RL",68,8935,"Pave","IR1","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,130,52,"Gable","CompShg","VinylSd","VinylSd","BrkFace",95,3,3,"PConc",3,3,2,2,0,2,0,831,831,"GasA",5,"Y","SBrkr",831,829,0,1660,0,0,2,1,1,4,7,"Typ",0,"Attchd",102,"RFn",2,493,3,3,"Y",144,68,0,0,0,0,0,7,3,"WD","Normal",195000
60,"RL",60,7500,"Pave","Reg","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,127,49,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",2,3,2,2,0,2,0,994,994,"GasA",4,"Y","SBrkr",1028,776,0,1804,0,0,2,1,1,4,7,"Typ",1,"Attchd",99,"Fin",2,442,3,3,"Y",140,60,0,0,0,0,0,6,4,"WD","Normal",189000
190,"RL",78.3063333333333,32463,"Pave","Reg","Low","Inside",2,"Mitchel","Norm","Norm","2fmCon","1Story",4,4,89,25,"Gable","CompShg","MetalSd","MetalSd","Stone",149,2,4,"CBlock",2,3,4,5,1159,2,0,90,1249,"GasA",5,"Y","SBrkr",1622,0,0,1622,1,0,1,0,1,3,7,"Typ",1,"2Types",75,"Fin",4,1356,3,3,"Y",439,0,0,0,0,0,0,3,1,"WD","Normal",168000
160,"FV",24,2645,"Pave","Reg","Lvl","Inside",1,"Somerst","Norm","Norm","Twnhs","2Story",8,5,127,50,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,3,3,"PConc",3,3,2,2,0,2,0,776,776,"GasA",5,"Y","SBrkr",764,677,0,1441,0,0,2,1,1,4,5,"Typ",0,"Detchd",99,"Unf",2,492,3,3,"Y",206,0,0,0,0,0,0,11,1,"WD","Normal",174000
50,"RM",60,9600,"Pave","Reg","Lvl","Inside",1,"OldTown","Norm","Norm","1Fam","1.5Fin",5,8,53,44,"Gambrel","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",2,3,3,2,0,2,0,702,702,"GasA",4,"Y","SBrkr",842,630,0,1472,0,0,1,0,1,4,6,"Typ",0,"Detchd",25,"Unf",1,250,3,2,"P",0,0,84,0,0,0,0,7,1,"WD","Normal",125000
120,"RM",34.4064444444444,4500,"Pave","Reg","Lvl","FR2",1,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,127,49,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,2,3,"PConc",4,3,2,7,883,2,0,341,1224,"GasA",5,"Y","SBrkr",1224,0,0,1224,1,0,2,0,1,3,5,"Typ",0,"Attchd",99,"Fin",2,402,3,3,"Y",0,304,0,0,0,0,0,6,3,"WD","Normal",165000
60,"RL",80,9364,"Pave","Reg","Lvl","Corner",1,"Sawyer","Norm","Norm","1Fam","2Story",6,7,97,19,"Gable","CompShg","HdBoard","HdBoard","Stone",143,2,3,"CBlock",2,3,2,6,371,2,0,292,663,"GasA",3,"Y","SBrkr",663,689,0,1352,0,0,1,1,1,3,7,"Typ",0,"Attchd",69,"Fin",1,299,3,3,"Y",379,36,0,0,0,0,0,3,4,"WD","Normal",158000
60,"RL",51,8029,"Pave","IR1","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","2Story",6,5,133,55,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,2,2,0,2,0,728,728,"GasA",5,"Y","SBrkr",728,728,0,1456,0,0,2,1,1,4,8,"Typ",0,"Attchd",105,"Fin",2,400,3,3,"Y",100,24,0,0,0,0,0,7,2,"WD","Normal",176000
60,"RL",58,14054,"Pave","IR1","Lvl","Inside",1,"Gilbert","Norm","Norm","1Fam","2Story",7,5,134,56,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,4,2,0,2,0,879,879,"GasA",5,"Y","SBrkr",879,984,0,1863,0,0,2,1,1,4,9,"Typ",1,"BuiltIn",106,"Fin",3,660,3,3,"Y",100,17,0,0,0,0,0,11,0,"New","Partial",219210
75,"RM",65,8850,"Pave","IR1","Bnk","Corner",1,"OldTown","Norm","Norm","1Fam","2.5Unf",7,6,44,0,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,815,815,"GasA",5,"Y","SBrkr",815,875,0,1690,0,0,1,0,1,3,7,"Typ",1,"Detchd",16,"Unf",1,225,3,3,"Y",0,0,330,0,0,0,0,7,0,"ConLw","Normal",144000
20,"RL",70,9100,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,129,51,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,2,2,0,2,0,1212,1212,"GasA",5,"Y","SBrkr",1212,0,0,1212,0,0,2,0,1,4,6,"Typ",0,"Attchd",101,"RFn",2,573,3,3,"Y",356,0,0,0,0,0,0,6,3,"WD","Normal",178000
20,"RL",75,11235,"Pave","Reg","Lvl","Inside",1,"Sawyer","Norm","Norm","1Fam","1Story",4,5,91,29,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,2,3,"CBlock",2,3,2,4,547,2,0,504,1051,"GasA",4,"Y","SBrkr",1382,0,0,1382,0,0,1,1,1,3,6,"Typ",1,"Attchd",74,"Unf",2,459,3,3,"Y",0,82,0,0,0,0,0,10,0,"WD","Normal",148000
20,"RL",71,9353,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",4,5,98,20,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",2,3,2,2,0,2,0,864,864,"GasA",4,"Y","SBrkr",864,0,0,864,0,0,1,0,1,3,5,"Typ",0,"Attchd",72,"Unf",1,280,3,3,"Y",0,0,0,0,0,0,0,7,0,"Oth","Abnorml",116050
60,"RL",80,10400,"Pave","Reg","Lvl","Corner",1,"CollgCr","Norm","Norm","1Fam","2Story",7,5,126,48,"Gable","CompShg","VinylSd","VinylSd","None",0,2,3,"PConc",3,3,4,2,0,2,0,866,866,"GasA",5,"Y","SBrkr",866,913,0,1779,0,0,2,1,1,4,6,"Typ",0,"Attchd",98,"RFn",2,546,3,3,"Y",198,36,0,0,0,0,0,3,3,"WD","Normal",197900
50,"RM",50,6000,"Pave","Reg","Lvl","Corner",1,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,8,53,47,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,3,"BrkTil",2,3,2,2,0,2,0,884,884,"GasA",5,"Y","SBrkr",884,464,0,1348,1,0,1,0,1,3,5,"Typ",1,"Detchd",60,"Unf",1,216,3,3,"N",0,0,208,0,0,0,0,5,3,"WD","Normal",117000
20,"RL",75,9750,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",7,5,128,51,"Gable","CompShg","VinylSd","VinylSd","BrkFace",171,3,3,"PConc",3,3,2,2,0,2,0,1630,1630,"GasA",5,"Y","SBrkr",1630,0,0,1630,0,0,2,0,1,4,6,"Typ",1,"Attchd",100,"Unf",2,451,3,3,"Y",74,234,0,0,0,0,0,10,3,"WD","Normal",213000
20,"RL",78,10140,"Pave","Reg","Lvl","Inside",1,"NWAmes","Norm","Norm","1Fam","1Story",5,6,103,25,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",3,3,2,6,788,2,0,268,1056,"GasA",5,"Y","SBrkr",1074,0,0,1074,1,0,1,1,1,3,6,"Typ",0,"Attchd",75,"RFn",2,495,3,3,"Y",0,88,0,0,0,0,0,7,0,"WD","Normal",153500
20,"RL",90,14684,"Pave","IR1","Lvl","CulDSac",1,"SawyerW","Norm","Norm","1Fam","1Story",7,7,118,41,"Hip","CompShg","HdBoard","HdBoard","BrkFace",234,3,3,"CBlock",3,3,3,6,485,5,177,1496,2158,"GasA",4,"Y","SBrkr",2196,0,0,2196,0,0,2,0,1,4,7,"Typ",1,"Attchd",90,"RFn",3,701,3,3,"Y",84,70,0,0,0,0,0,6,3,"WD","Normal",271900
20,"RH",67.5516,8900,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","1Story",4,4,94,16,"Gable","CompShg","HdBoard","HdBoard","None",0,2,3,"CBlock",2,3,2,4,1056,2,0,0,1056,"GasA",3,"Y","SBrkr",1056,0,0,1056,1,0,1,0,1,3,5,"Typ",0,"Detchd",66,"Unf",1,384,3,3,"Y",0,42,0,0,0,0,0,11,0,"WD","Normal",107000
20,"RL",70,9135,"Pave","Reg","Lvl","Inside",1,"CollgCr","Norm","Norm","1Fam","1Story",6,5,131,53,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,3,3,"PConc",3,3,4,7,340,2,0,1342,1682,"GasA",5,"Y","SBrkr",1700,0,0,1700,1,0,2,0,1,4,7,"Typ",0,"Attchd",103,"RFn",2,544,3,3,"Y",192,23,0,0,0,0,0,5,0,"WD","Normal",200000
20,"RL",70,7763,"Pave","Reg","Lvl","Inside",1,"NAmes","Norm","Norm","1Fam","1Story",5,7,90,30,"Gable","CompShg","MetalSd","MetalSd","None",0,2,4,"CBlock",2,3,2,4,504,5,108,319,931,"GasA",3,"Y","SBrkr",1283,0,0,1283,1,0,1,0,1,3,6,"Typ",0,"Detchd",80,"Unf",2,506,3,3,"Y",0,0,0,0,0,0,0,10,2,"WD","Normal",140000
20,"RL",85,10182,"Pave","IR1","Lvl","CulDSac",1,"Somerst","RRNn","Norm","1Fam","1Story",8,5,134,56,"Hip","CompShg","VinylSd","VinylSd","Stone",420,3,3,"PConc",4,3,3,7,1220,2,0,440,1660,"GasA",5,"Y","SBrkr",1660,0,0,1660,1,0,2,0,1,4,8,"Typ",1,"Attchd",106,"RFn",2,500,3,3,"Y",322,50,0,0,0,0,0,5,0,"New","Partial",290000
60,"RL",70,11218,"Pave","Reg","Lvl","Inside",1,"SawyerW","Norm","Norm","1Fam","2Story",6,5,120,42,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,2,2,0,2,0,1055,1055,"GasA",5,"Y","SBrkr",1055,790,0,1845,0,0,2,1,1,4,8,"Typ",1,"Attchd",92,"RFn",2,462,3,3,"Y",635,104,0,0,0,0,400,5,4,"WD","Normal",189000
